nb ant: 1, food: 44/50, nest level: 1, nb worker: 1, nb soldier: 0
nb ant: 375, food: 223/850, nest level: 5, nb worker: 250, nb soldier: 125
nb ant: 376, food: 220/850, nest level: 5, nb worker: 251, nb soldier: 125
nb ant: 377, food: 220/850, nest level: 5, nb worker: 252, nb soldier: 125
#1811 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 376, food: 218/850, nest level: 5, nb worker: 251, nb soldier: 125
nb ant: 377, food: 214/850, nest level: 5, nb worker: 250, nb soldier: 127
nb ant: 376, food: 215/850, nest level: 5, nb worker: 249, nb soldier: 127
nb ant: 375, food: 217/850, nest level: 5, nb worker: 248, nb soldier: 127
nb ant: 372, food: 224/850, nest level: 5, nb worker: 246, nb soldier: 126
nb ant: 374, food: 221/850, nest level: 5, nb worker: 248, nb soldier: 126
nb ant: 376, food: 220/850, nest level: 5, nb worker: 250, nb soldier: 126
nb ant: 376, food: 219/850, nest level: 5, nb worker: 250, nb soldier: 126
nb ant: 378, food: 216/850, nest level: 5, nb worker: 252, nb soldier: 126
nb ant: 379, food: 216/850, nest level: 5, nb worker: 253, nb soldier: 126
#1821 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 374, food: 215/850, nest level: 5, nb worker: 251, nb soldier: 123
nb ant: 376, food: 224/850, nest level: 5, nb worker: 253, nb soldier: 123
nb ant: 374, food: 227/850, nest level: 5, nb worker: 251, nb soldier: 123
nb ant: 372, food: 228/850, nest level: 5, nb worker: 249, nb soldier: 123
nb ant: 373, food: 226/850, nest level: 5, nb worker: 249, nb soldier: 124
nb ant: 374, food: 223/850, nest level: 5, nb worker: 250, nb soldier: 124
nb ant: 373, food: 225/850, nest level: 5, nb worker: 249, nb soldier: 124
nb ant: 375, food: 225/850, nest level: 5, nb worker: 251, nb soldier: 124
nb ant: 377, food: 221/850, nest level: 5, nb worker: 252, nb soldier: 125
nb ant: 377, food: 221/850, nest level: 5, nb worker: 252, nb soldier: 125
#1831 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 373, food: 219/850, nest level: 5, nb worker: 251, nb soldier: 122
nb ant: 375, food: 225/850, nest level: 5, nb worker: 252, nb soldier: 123
nb ant: 374, food: 228/850, nest level: 5, nb worker: 251, nb soldier: 123
nb ant: 373, food: 228/850, nest level: 5, nb worker: 250, nb soldier: 123
nb ant: 375, food: 226/850, nest level: 5, nb worker: 252, nb soldier: 123
nb ant: 376, food: 223/850, nest level: 5, nb worker: 253, nb soldier: 123
nb ant: 377, food: 223/850, nest level: 5, nb worker: 254, nb soldier: 123
nb ant: 378, food: 222/850, nest level: 5, nb worker: 255, nb soldier: 123
nb ant: 379, food: 218/850, nest level: 5, nb worker: 255, nb soldier: 124
nb ant: 378, food: 219/850, nest level: 5, nb worker: 254, nb soldier: 124
#1841 - a tapir attack the colony
the menace kill 11 soldier
the menace kill 0 worker
nb ant: 367, food: 216/850, nest level: 5, nb worker: 252, nb soldier: 115
nb ant: 366, food: 251/850, nest level: 5, nb worker: 251, nb soldier: 115
nb ant: 367, food: 247/850, nest level: 5, nb worker: 251, nb soldier: 116
nb ant: 366, food: 248/850, nest level: 5, nb worker: 250, nb soldier: 116
nb ant: 368, food: 247/850, nest level: 5, nb worker: 252, nb soldier: 116
nb ant: 368, food: 244/850, nest level: 5, nb worker: 251, nb soldier: 117
nb ant: 369, food: 242/850, nest level: 5, nb worker: 251, nb soldier: 118
nb ant: 368, food: 241/850, nest level: 5, nb worker: 250, nb soldier: 118
nb ant: 368, food: 244/850, nest level: 5, nb worker: 250, nb soldier: 118
nb ant: 370, food: 241/850, nest level: 5, nb worker: 252, nb soldier: 118
nb ant: 371, food: 239/850, nest level: 5, nb worker: 252, nb soldier: 119
nb ant: 372, food: 236/850, nest level: 5, nb worker: 253, nb soldier: 119
nb ant: 373, food: 236/850, nest level: 5, nb worker: 254, nb soldier: 119
nb ant: 374, food: 235/850, nest level: 5, nb worker: 255, nb soldier: 119
nb ant: 376, food: 232/850, nest level: 5, nb worker: 257, nb soldier: 119
nb ant: 378, food: 231/850, nest level: 5, nb worker: 259, nb soldier: 119
nb ant: 380, food: 224/850, nest level: 5, nb worker: 259, nb soldier: 121
nb ant: 378, food: 227/850, nest level: 5, nb worker: 257, nb soldier: 121
nb ant: 378, food: 224/850, nest level: 5, nb worker: 256, nb soldier: 122
nb ant: 377, food: 224/850, nest level: 5, nb worker: 254, nb soldier: 123
#1861 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 375, food: 225/850, nest level: 5, nb worker: 253, nb soldier: 122
nb ant: 374, food: 230/850, nest level: 5, nb worker: 252, nb soldier: 122
nb ant: 374, food: 227/850, nest level: 5, nb worker: 252, nb soldier: 122
nb ant: 374, food: 228/850, nest level: 5, nb worker: 252, nb soldier: 122
nb ant: 375, food: 228/850, nest level: 5, nb worker: 253, nb soldier: 122
nb ant: 374, food: 229/850, nest level: 5, nb worker: 252, nb soldier: 122
nb ant: 376, food: 224/850, nest level: 5, nb worker: 252, nb soldier: 124
nb ant: 375, food: 224/850, nest level: 5, nb worker: 251, nb soldier: 124
nb ant: 377, food: 222/850, nest level: 5, nb worker: 253, nb soldier: 124
nb ant: 378, food: 219/850, nest level: 5, nb worker: 254, nb soldier: 124
#1871 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 378, food: 219/850, nest level: 5, nb worker: 255, nb soldier: 123
nb ant: 380, food: 216/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 381, food: 214/850, nest level: 5, nb worker: 255, nb soldier: 126
nb ant: 380, food: 215/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 380, food: 216/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 381, food: 216/850, nest level: 5, nb worker: 256, nb soldier: 125
nb ant: 380, food: 217/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 381, food: 215/850, nest level: 5, nb worker: 255, nb soldier: 126
nb ant: 380, food: 216/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 382, food: 213/850, nest level: 5, nb worker: 256, nb soldier: 126
#1881 - a snail attack the colony
the menace kill 5 soldier
the menace kill 0 worker
nb ant: 378, food: 211/850, nest level: 5, nb worker: 256, nb soldier: 122
nb ant: 378, food: 222/850, nest level: 5, nb worker: 255, nb soldier: 123
nb ant: 377, food: 222/850, nest level: 5, nb worker: 254, nb soldier: 123
nb ant: 378, food: 219/850, nest level: 5, nb worker: 254, nb soldier: 124
nb ant: 378, food: 220/850, nest level: 5, nb worker: 254, nb soldier: 124
nb ant: 378, food: 221/850, nest level: 5, nb worker: 254, nb soldier: 124
nb ant: 379, food: 221/850, nest level: 5, nb worker: 255, nb soldier: 124
nb ant: 378, food: 222/850, nest level: 5, nb worker: 254, nb soldier: 124
nb ant: 377, food: 220/850, nest level: 5, nb worker: 253, nb soldier: 124
nb ant: 376, food: 223/850, nest level: 5, nb worker: 252, nb soldier: 124
#1891 - a tapir attack the colony
the menace kill 16 soldier
the menace kill 0 worker
nb ant: 362, food: 220/850, nest level: 5, nb worker: 254, nb soldier: 108
nb ant: 364, food: 267/850, nest level: 5, nb worker: 256, nb soldier: 108
nb ant: 363, food: 267/850, nest level: 5, nb worker: 255, nb soldier: 108
nb ant: 362, food: 268/850, nest level: 5, nb worker: 254, nb soldier: 108
nb ant: 363, food: 268/850, nest level: 5, nb worker: 255, nb soldier: 108
nb ant: 364, food: 265/850, nest level: 5, nb worker: 255, nb soldier: 109
nb ant: 365, food: 261/850, nest level: 5, nb worker: 254, nb soldier: 111
nb ant: 366, food: 260/850, nest level: 5, nb worker: 255, nb soldier: 111
nb ant: 366, food: 259/850, nest level: 5, nb worker: 255, nb soldier: 111
nb ant: 368, food: 254/850, nest level: 5, nb worker: 256, nb soldier: 112
#1901 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 365, food: 254/850, nest level: 5, nb worker: 255, nb soldier: 110
nb ant: 366, food: 257/850, nest level: 5, nb worker: 255, nb soldier: 111
nb ant: 366, food: 260/850, nest level: 5, nb worker: 255, nb soldier: 111
nb ant: 368, food: 255/850, nest level: 5, nb worker: 256, nb soldier: 112
nb ant: 367, food: 253/850, nest level: 5, nb worker: 254, nb soldier: 113
nb ant: 368, food: 252/850, nest level: 5, nb worker: 254, nb soldier: 114
nb ant: 368, food: 249/850, nest level: 5, nb worker: 253, nb soldier: 115
nb ant: 368, food: 248/850, nest level: 5, nb worker: 252, nb soldier: 116
nb ant: 366, food: 249/850, nest level: 5, nb worker: 250, nb soldier: 116
nb ant: 367, food: 247/850, nest level: 5, nb worker: 250, nb soldier: 117
#1911 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 367, food: 241/850, nest level: 5, nb worker: 251, nb soldier: 116
nb ant: 367, food: 245/850, nest level: 5, nb worker: 249, nb soldier: 118
nb ant: 366, food: 246/850, nest level: 5, nb worker: 248, nb soldier: 118
nb ant: 367, food: 240/850, nest level: 5, nb worker: 248, nb soldier: 119
nb ant: 367, food: 240/850, nest level: 5, nb worker: 247, nb soldier: 120
nb ant: 366, food: 241/850, nest level: 5, nb worker: 246, nb soldier: 120
nb ant: 364, food: 244/850, nest level: 5, nb worker: 244, nb soldier: 120
nb ant: 364, food: 243/850, nest level: 5, nb worker: 244, nb soldier: 120
nb ant: 366, food: 238/850, nest level: 5, nb worker: 245, nb soldier: 121
nb ant: 367, food: 234/850, nest level: 5, nb worker: 245, nb soldier: 122
#1921 - a snail attack the colony
the menace kill 6 soldier
the menace kill 0 worker
nb ant: 361, food: 232/850, nest level: 5, nb worker: 244, nb soldier: 117
nb ant: 363, food: 250/850, nest level: 5, nb worker: 246, nb soldier: 117
nb ant: 364, food: 245/850, nest level: 5, nb worker: 246, nb soldier: 118
nb ant: 360, food: 252/850, nest level: 5, nb worker: 242, nb soldier: 118
nb ant: 362, food: 249/850, nest level: 5, nb worker: 244, nb soldier: 118
nb ant: 364, food: 244/850, nest level: 5, nb worker: 244, nb soldier: 120
nb ant: 366, food: 239/850, nest level: 5, nb worker: 245, nb soldier: 121
nb ant: 365, food: 239/850, nest level: 5, nb worker: 244, nb soldier: 121
nb ant: 362, food: 242/850, nest level: 5, nb worker: 241, nb soldier: 121
nb ant: 363, food: 240/850, nest level: 5, nb worker: 242, nb soldier: 121
#1931 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 357, food: 244/850, nest level: 5, nb worker: 240, nb soldier: 117
nb ant: 358, food: 255/850, nest level: 5, nb worker: 241, nb soldier: 117
nb ant: 358, food: 250/850, nest level: 5, nb worker: 239, nb soldier: 119
nb ant: 358, food: 249/850, nest level: 5, nb worker: 239, nb soldier: 119
nb ant: 357, food: 251/850, nest level: 5, nb worker: 237, nb soldier: 120
nb ant: 356, food: 250/850, nest level: 5, nb worker: 236, nb soldier: 120
nb ant: 358, food: 247/850, nest level: 5, nb worker: 238, nb soldier: 120
nb ant: 358, food: 248/850, nest level: 5, nb worker: 238, nb soldier: 120
nb ant: 360, food: 247/850, nest level: 5, nb worker: 240, nb soldier: 120
nb ant: 361, food: 245/850, nest level: 5, nb worker: 241, nb soldier: 120
#1941 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 360, food: 243/850, nest level: 5, nb worker: 242, nb soldier: 118
nb ant: 361, food: 249/850, nest level: 5, nb worker: 243, nb soldier: 118
nb ant: 362, food: 250/850, nest level: 5, nb worker: 244, nb soldier: 118
nb ant: 361, food: 248/850, nest level: 5, nb worker: 243, nb soldier: 118
nb ant: 359, food: 252/850, nest level: 5, nb worker: 241, nb soldier: 118
nb ant: 360, food: 249/850, nest level: 5, nb worker: 241, nb soldier: 119
nb ant: 359, food: 251/850, nest level: 5, nb worker: 240, nb soldier: 119
nb ant: 359, food: 251/850, nest level: 5, nb worker: 241, nb soldier: 118
nb ant: 361, food: 249/850, nest level: 5, nb worker: 243, nb soldier: 118
nb ant: 361, food: 247/850, nest level: 5, nb worker: 241, nb soldier: 120
#1951 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 362, food: 244/850, nest level: 5, nb worker: 242, nb soldier: 120
nb ant: 362, food: 245/850, nest level: 5, nb worker: 242, nb soldier: 120
nb ant: 364, food: 244/850, nest level: 5, nb worker: 244, nb soldier: 120
nb ant: 364, food: 241/850, nest level: 5, nb worker: 243, nb soldier: 121
nb ant: 365, food: 241/850, nest level: 5, nb worker: 244, nb soldier: 121
nb ant: 367, food: 239/850, nest level: 5, nb worker: 246, nb soldier: 121
nb ant: 368, food: 236/850, nest level: 5, nb worker: 247, nb soldier: 121
nb ant: 370, food: 233/850, nest level: 5, nb worker: 248, nb soldier: 122
nb ant: 369, food: 235/850, nest level: 5, nb worker: 247, nb soldier: 122
nb ant: 371, food: 229/850, nest level: 5, nb worker: 248, nb soldier: 123
#1961 - a snail attack the colony
the menace kill 5 soldier
the menace kill 0 worker
nb ant: 368, food: 225/850, nest level: 5, nb worker: 248, nb soldier: 120
nb ant: 368, food: 238/850, nest level: 5, nb worker: 247, nb soldier: 121
nb ant: 367, food: 236/850, nest level: 5, nb worker: 246, nb soldier: 121
nb ant: 366, food: 239/850, nest level: 5, nb worker: 245, nb soldier: 121
nb ant: 366, food: 236/850, nest level: 5, nb worker: 244, nb soldier: 122
nb ant: 366, food: 237/850, nest level: 5, nb worker: 244, nb soldier: 122
nb ant: 364, food: 240/850, nest level: 5, nb worker: 242, nb soldier: 122
nb ant: 366, food: 237/850, nest level: 5, nb worker: 244, nb soldier: 122
nb ant: 366, food: 238/850, nest level: 5, nb worker: 244, nb soldier: 122
nb ant: 367, food: 234/850, nest level: 5, nb worker: 245, nb soldier: 122
#1971 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 363, food: 234/850, nest level: 5, nb worker: 245, nb soldier: 118
nb ant: 365, food: 242/850, nest level: 5, nb worker: 246, nb soldier: 119
nb ant: 366, food: 239/850, nest level: 5, nb worker: 246, nb soldier: 120
nb ant: 368, food: 238/850, nest level: 5, nb worker: 248, nb soldier: 120
nb ant: 368, food: 237/850, nest level: 5, nb worker: 248, nb soldier: 120
nb ant: 369, food: 239/850, nest level: 5, nb worker: 249, nb soldier: 120
nb ant: 371, food: 233/850, nest level: 5, nb worker: 250, nb soldier: 121
nb ant: 371, food: 235/850, nest level: 5, nb worker: 250, nb soldier: 121
nb ant: 371, food: 229/850, nest level: 5, nb worker: 248, nb soldier: 123
nb ant: 371, food: 231/850, nest level: 5, nb worker: 248, nb soldier: 123
#1981 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 371, food: 228/850, nest level: 5, nb worker: 249, nb soldier: 122
nb ant: 372, food: 229/850, nest level: 5, nb worker: 249, nb soldier: 123
nb ant: 372, food: 230/850, nest level: 5, nb worker: 249, nb soldier: 123
nb ant: 371, food: 228/850, nest level: 5, nb worker: 248, nb soldier: 123
nb ant: 372, food: 227/850, nest level: 5, nb worker: 248, nb soldier: 124
nb ant: 373, food: 225/850, nest level: 5, nb worker: 249, nb soldier: 124
nb ant: 375, food: 225/850, nest level: 5, nb worker: 251, nb soldier: 124
nb ant: 377, food: 223/850, nest level: 5, nb worker: 253, nb soldier: 124
nb ant: 378, food: 218/850, nest level: 5, nb worker: 253, nb soldier: 125
nb ant: 380, food: 213/850, nest level: 5, nb worker: 254, nb soldier: 126
#1991 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 380, food: 213/850, nest level: 5, nb worker: 254, nb soldier: 126
nb ant: 381, food: 215/850, nest level: 5, nb worker: 255, nb soldier: 126
nb ant: 383, food: 209/850, nest level: 5, nb worker: 256, nb soldier: 127
nb ant: 384, food: 208/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 384, food: 207/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 383, food: 207/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 384, food: 206/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 386, food: 203/850, nest level: 5, nb worker: 258, nb soldier: 128
nb ant: 387, food: 201/850, nest level: 5, nb worker: 258, nb soldier: 129
nb ant: 389, food: 201/850, nest level: 5, nb worker: 260, nb soldier: 129
#2001 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 385, food: 201/850, nest level: 5, nb worker: 260, nb soldier: 125
nb ant: 386, food: 208/850, nest level: 5, nb worker: 259, nb soldier: 127
nb ant: 383, food: 212/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 382, food: 213/850, nest level: 5, nb worker: 256, nb soldier: 126
nb ant: 381, food: 215/850, nest level: 5, nb worker: 255, nb soldier: 126
nb ant: 379, food: 215/850, nest level: 5, nb worker: 253, nb soldier: 126
nb ant: 378, food: 216/850, nest level: 5, nb worker: 252, nb soldier: 126
nb ant: 378, food: 217/850, nest level: 5, nb worker: 252, nb soldier: 126
nb ant: 378, food: 218/850, nest level: 5, nb worker: 252, nb soldier: 126
nb ant: 375, food: 218/850, nest level: 5, nb worker: 249, nb soldier: 126
#2011 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 372, food: 217/850, nest level: 5, nb worker: 250, nb soldier: 122
nb ant: 373, food: 229/850, nest level: 5, nb worker: 250, nb soldier: 123
nb ant: 375, food: 225/850, nest level: 5, nb worker: 251, nb soldier: 124
nb ant: 375, food: 225/850, nest level: 5, nb worker: 251, nb soldier: 124
nb ant: 375, food: 223/850, nest level: 5, nb worker: 250, nb soldier: 125
nb ant: 374, food: 222/850, nest level: 5, nb worker: 249, nb soldier: 125
nb ant: 373, food: 222/850, nest level: 5, nb worker: 248, nb soldier: 125
nb ant: 372, food: 223/850, nest level: 5, nb worker: 247, nb soldier: 125
nb ant: 373, food: 223/850, nest level: 5, nb worker: 248, nb soldier: 125
nb ant: 373, food: 225/850, nest level: 5, nb worker: 249, nb soldier: 124
#2021 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 375, food: 221/850, nest level: 5, nb worker: 249, nb soldier: 126
nb ant: 375, food: 221/850, nest level: 5, nb worker: 249, nb soldier: 126
nb ant: 375, food: 221/850, nest level: 5, nb worker: 249, nb soldier: 126
nb ant: 377, food: 219/850, nest level: 5, nb worker: 251, nb soldier: 126
nb ant: 378, food: 216/850, nest level: 5, nb worker: 252, nb soldier: 126
nb ant: 380, food: 215/850, nest level: 5, nb worker: 254, nb soldier: 126
nb ant: 380, food: 210/850, nest level: 5, nb worker: 252, nb soldier: 128
nb ant: 379, food: 210/850, nest level: 5, nb worker: 251, nb soldier: 128
nb ant: 378, food: 211/850, nest level: 5, nb worker: 250, nb soldier: 128
nb ant: 379, food: 211/850, nest level: 5, nb worker: 251, nb soldier: 128
#2031 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 380, food: 209/850, nest level: 5, nb worker: 253, nb soldier: 127
nb ant: 379, food: 215/850, nest level: 5, nb worker: 252, nb soldier: 127
nb ant: 380, food: 212/850, nest level: 5, nb worker: 253, nb soldier: 127
nb ant: 380, food: 213/850, nest level: 5, nb worker: 253, nb soldier: 127
nb ant: 379, food: 215/850, nest level: 5, nb worker: 252, nb soldier: 127
nb ant: 381, food: 211/850, nest level: 5, nb worker: 254, nb soldier: 127
nb ant: 380, food: 212/850, nest level: 5, nb worker: 253, nb soldier: 127
nb ant: 382, food: 211/850, nest level: 5, nb worker: 255, nb soldier: 127
nb ant: 383, food: 207/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 382, food: 208/850, nest level: 5, nb worker: 254, nb soldier: 128
#2041 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 379, food: 210/850, nest level: 5, nb worker: 253, nb soldier: 126
nb ant: 381, food: 208/850, nest level: 5, nb worker: 253, nb soldier: 128
nb ant: 381, food: 210/850, nest level: 5, nb worker: 253, nb soldier: 128
nb ant: 382, food: 207/850, nest level: 5, nb worker: 254, nb soldier: 128
nb ant: 383, food: 207/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 384, food: 206/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 384, food: 205/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 383, food: 211/850, nest level: 5, nb worker: 256, nb soldier: 127
nb ant: 383, food: 211/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 382, food: 212/850, nest level: 5, nb worker: 256, nb soldier: 126
#2051 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 380, food: 214/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 381, food: 214/850, nest level: 5, nb worker: 256, nb soldier: 125
nb ant: 382, food: 211/850, nest level: 5, nb worker: 256, nb soldier: 126
nb ant: 382, food: 212/850, nest level: 5, nb worker: 256, nb soldier: 126
nb ant: 384, food: 211/850, nest level: 5, nb worker: 258, nb soldier: 126
nb ant: 386, food: 208/850, nest level: 5, nb worker: 260, nb soldier: 126
nb ant: 386, food: 207/850, nest level: 5, nb worker: 259, nb soldier: 127
nb ant: 387, food: 205/850, nest level: 5, nb worker: 260, nb soldier: 127
nb ant: 387, food: 207/850, nest level: 5, nb worker: 260, nb soldier: 127
nb ant: 385, food: 207/850, nest level: 5, nb worker: 258, nb soldier: 127
#2061 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 383, food: 208/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 384, food: 211/850, nest level: 5, nb worker: 258, nb soldier: 126
nb ant: 385, food: 209/850, nest level: 5, nb worker: 259, nb soldier: 126
nb ant: 386, food: 208/850, nest level: 5, nb worker: 259, nb soldier: 127
nb ant: 387, food: 202/850, nest level: 5, nb worker: 258, nb soldier: 129
nb ant: 388, food: 199/850, nest level: 5, nb worker: 259, nb soldier: 129
nb ant: 388, food: 198/850, nest level: 5, nb worker: 258, nb soldier: 130
nb ant: 387, food: 198/850, nest level: 5, nb worker: 257, nb soldier: 130
nb ant: 387, food: 198/850, nest level: 5, nb worker: 257, nb soldier: 130
nb ant: 384, food: 201/850, nest level: 5, nb worker: 254, nb soldier: 130
#2071 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 381, food: 204/850, nest level: 5, nb worker: 254, nb soldier: 127
nb ant: 383, food: 210/850, nest level: 5, nb worker: 256, nb soldier: 127
nb ant: 381, food: 210/850, nest level: 5, nb worker: 254, nb soldier: 127
nb ant: 380, food: 211/850, nest level: 5, nb worker: 253, nb soldier: 127
nb ant: 382, food: 210/850, nest level: 5, nb worker: 255, nb soldier: 127
nb ant: 383, food: 206/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 383, food: 206/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 383, food: 206/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 385, food: 204/850, nest level: 5, nb worker: 257, nb soldier: 128
nb ant: 384, food: 209/850, nest level: 5, nb worker: 257, nb soldier: 127
#2081 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 383, food: 209/850, nest level: 5, nb worker: 255, nb soldier: 128
nb ant: 385, food: 207/850, nest level: 5, nb worker: 257, nb soldier: 128
nb ant: 386, food: 204/850, nest level: 5, nb worker: 258, nb soldier: 128
nb ant: 388, food: 201/850, nest level: 5, nb worker: 259, nb soldier: 129
nb ant: 390, food: 198/850, nest level: 5, nb worker: 260, nb soldier: 130
nb ant: 391, food: 194/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 392, food: 193/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 389, food: 199/850, nest level: 5, nb worker: 259, nb soldier: 130
nb ant: 389, food: 197/850, nest level: 5, nb worker: 259, nb soldier: 130
nb ant: 391, food: 197/850, nest level: 5, nb worker: 261, nb soldier: 130
#2091 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 389, food: 193/850, nest level: 5, nb worker: 262, nb soldier: 127
nb ant: 388, food: 206/850, nest level: 5, nb worker: 261, nb soldier: 127
nb ant: 388, food: 199/850, nest level: 5, nb worker: 259, nb soldier: 129
nb ant: 386, food: 202/850, nest level: 5, nb worker: 257, nb soldier: 129
nb ant: 385, food: 202/850, nest level: 5, nb worker: 256, nb soldier: 129
nb ant: 385, food: 202/850, nest level: 5, nb worker: 256, nb soldier: 129
nb ant: 386, food: 201/850, nest level: 5, nb worker: 257, nb soldier: 129
nb ant: 388, food: 202/850, nest level: 5, nb worker: 259, nb soldier: 129
nb ant: 388, food: 197/850, nest level: 5, nb worker: 258, nb soldier: 130
nb ant: 386, food: 202/850, nest level: 5, nb worker: 256, nb soldier: 130
#2101 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 384, food: 202/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 385, food: 204/850, nest level: 5, nb worker: 257, nb soldier: 128
nb ant: 386, food: 205/850, nest level: 5, nb worker: 258, nb soldier: 128
nb ant: 387, food: 203/850, nest level: 5, nb worker: 258, nb soldier: 129
nb ant: 385, food: 203/850, nest level: 5, nb worker: 256, nb soldier: 129
nb ant: 384, food: 204/850, nest level: 5, nb worker: 255, nb soldier: 129
nb ant: 385, food: 204/850, nest level: 5, nb worker: 256, nb soldier: 129
nb ant: 387, food: 202/850, nest level: 5, nb worker: 258, nb soldier: 129
nb ant: 389, food: 198/850, nest level: 5, nb worker: 260, nb soldier: 129
nb ant: 391, food: 194/850, nest level: 5, nb worker: 261, nb soldier: 130
#2111 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 392, food: 190/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 393, food: 192/850, nest level: 5, nb worker: 263, nb soldier: 130
nb ant: 392, food: 195/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 393, food: 193/850, nest level: 5, nb worker: 263, nb soldier: 130
nb ant: 394, food: 192/850, nest level: 5, nb worker: 263, nb soldier: 131
nb ant: 392, food: 193/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 394, food: 192/850, nest level: 5, nb worker: 263, nb soldier: 131
nb ant: 395, food: 186/850, nest level: 5, nb worker: 262, nb soldier: 133
nb ant: 393, food: 186/850, nest level: 5, nb worker: 260, nb soldier: 133
nb ant: 392, food: 187/850, nest level: 5, nb worker: 259, nb soldier: 133
#2121 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 388, food: 188/850, nest level: 5, nb worker: 259, nb soldier: 129
nb ant: 390, food: 197/850, nest level: 5, nb worker: 260, nb soldier: 130
nb ant: 390, food: 198/850, nest level: 5, nb worker: 260, nb soldier: 130
nb ant: 389, food: 196/850, nest level: 5, nb worker: 259, nb soldier: 130
nb ant: 391, food: 196/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 392, food: 195/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 391, food: 195/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 392, food: 194/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 392, food: 193/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 392, food: 198/850, nest level: 5, nb worker: 263, nb soldier: 129
#2131 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 391, food: 196/850, nest level: 5, nb worker: 262, nb soldier: 129
nb ant: 393, food: 196/850, nest level: 5, nb worker: 264, nb soldier: 129
nb ant: 392, food: 197/850, nest level: 5, nb worker: 263, nb soldier: 129
nb ant: 393, food: 195/850, nest level: 5, nb worker: 263, nb soldier: 130
